id,k9_key,composition,place,k1,k6,key_sig,year,date_text,age,category,type,created_at,spotify_track_id
1,033b,Movement for Harpsichord,Zurich,,,F Major,1766,,10,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
2,045a,"Symphony #7a ""Alte Lambacher""",Vienna,,,G Major,1768,,12,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
3,045b,Symphony #55,Vienna,,,B Flat Major,1768,,12,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
4,061gl,Minuet for Keyboard,Salzburg,,,A Major,1770,,14,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
5,061gll,Minuet for Keyboard,Salzburg,,,C Major,1771,,15,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
6,061h,6 Minuets for Orchestra,Salzburg,,,,1769,,13,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
7,089a/I,Canon for 4 Winds,Salzburg,,,A Major,1772,,16,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
8,089a/II,"4 Canons ""Puzzle""",Salzburg,,,,1772,,16,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
9,"1,01",Minuet in G for Piano,Salzburg,1,1e,G Major,1761,December 1761 - January 1762,5,,,2025-09-05 20:46:27.448184+00,
10,"1,02",Minuet in C for Piano,Salzburg,1,1f,C Major,1761,December 1761 - January 1762,5,,,2025-09-05 20:46:27.448184+00,
11,10,Violin Sonata No. 5 in B-flat,London,10,10,B Flat Major,1764,1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
12,100,Cassation in D (Serenade No. 1),Salzburg,100,62a,D Major,1769,Summer 1769,13,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
13,101,4 Contradanses,Salzburg,,,F Major,1776,,20,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
14,102,Finale of a Symphony,Salzburg,,,C Major,1775,,19,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
15,103,20 Minuets (I. Zwölf Menuette in der Ordnung letzter Hand; II. Acht Menuette aus der ursprünglichen Reihe),Salzburg,103,61d,,1772,1771-72,16,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
16,104,6 Minuets for Orchestra,Salzburg,,,,1771,,15,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
17,105,6 Minuets for Orchestra,Salzburg,,,,1771,,15,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
18,106,Overture and 3 Contredanses (doubtful),Vienna,106,588a,,1790,January 1790,34,Supplement,Supplement,2025-09-05 20:46:27.448184+00,
19,107,3 concertos after J.C. Bach,Salzburg,,,,1772,,16,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
20,108,Regina Coeli in C,Salzburg,108,74d,C Major,1771,May 1771,15,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
21,109,Litaniae Lauretanae B.M.V. in B-flat,Salzburg,109,74e,B Flat Major,1771,May 1771,15,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
22,11,Violin Sonata No. 6 in G,London,11,11,G Major,1764,1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
23,110,Symphony No. 12 in G,Salzburg,110,75b,G Major,1771,July 1771,15,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
24,111,Ascanio in Alba,Milan,111,111,,1771,17 October 1771,15,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
25,111,Finale of Symphony No. 48 in D (Ascanio in Alba),Milan,120,111a,D Major,1771,August 1771,15,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
26,112,Symphony No. 13 in F,Milan,112,112,F Major,1771,2 November 1771,15,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
27,113,Divertimento No. 1 in E-flat,Milan,113,113,E Flat Major,1771,November 1771,15,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
28,114,Symphony No. 14 in A,Salzburg,114,114,A Major,1771,30 December 1771,15,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
29,117,Offertory (pro omni tempore) in C,Salzburg,117,66a,C Major,1769,September or October 1769,13,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
30,118,Betulia liberata,Italy and Salzburg,118,74c,,1771,March - July 1771,15,Sacred Works,"Oratorios, Sacred Singspiels and Cantatas",2025-09-05 20:46:27.448184+00,
31,119,"Aria for Soprano, ""Der Liebe himmlisches Gefühl"" (doubtful)",Vienna,119,382h,,1782,1782,26,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
32,12,Violin Sonata No. 7 in A,London,12,12,A Major,1764,1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
33,120,Finale of a Symphony (Ascanio in Alba),Milan,,,D Major,1771,,15,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
34,121,Finale of a Symphony (La Finta Giardiniera),Salzburg,,,D Major,1775,,19,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
35,122,Minuet for Orchestra,Rome,,,E Flat Major,1770,,14,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
36,123,Contredanse in B-flat,Rome,123,73g,B Flat Major,1770,13-14 April 1770,14,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
37,124,Symphony No. 15 in G,Salzburg,124,124,G Major,1772,21 February 1772,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
38,125,Litaniae de venerabili altaris sacramento in B-flat,Salzburg,125,125,B Flat Major,1772,March 1772,16,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
39,126,Il sogno di Scipione,Salzburg,126,126,,1771,May 1772,15,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
40,126,Symphony No. 50 in D,Salzburg,161/163,141a,D Major,1771,March 1772 - late 1772,15,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
41,127,Regina coeli in B-flat,Salzburg,127,127,B Flat Major,1772,May 1772,16,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
42,128,Symphony No. 16 in C,Salzburg,128,128,C Major,1772,May 1772,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
43,129,Symphony No. 17 in G,Salzburg,129,129,G Major,1772,May 1772,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
44,13,Violin Sonata No. 8 in F,London,13,13,F Major,1764,1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
45,130,Symphony No. 18 in F,Salzburg,130,130,F Major,1772,May 1772,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
46,131,Divertimento No. 2 in D,Salzburg,131,131,D Major,1772,June 1772,16,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
47,132,Symphony No. 19 in E-flat,Salzburg,132,132,E Flat Major,1772,July 1772,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
48,133,Symphony No. 20 in D,Salzburg,133,133,D Major,1772,July 1772,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
49,134,Symphony No. 21 in A,Salzburg,134,134,A Major,1772,August 1772,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
50,135,Lucio Silla,Salzburg and Milan,135,135,,1772,26 December 1772,16,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
51,136,"Divertimento in D ""Salzburg Symphony No. 1""",Salzburg,136,125a,D Major,1772,early 1772,16,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
52,137,"Divertimento in B-flat, ""Salzburg Symphony No. 2""",Salzburg,137,125b,B Flat Major,1772,early 1772,16,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
53,138,"Divertimento in F, ""Salzburg Symphony No. 3""",Salzburg,138,125c,F Major,1772,early 1772,16,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
54,139,"Missa solemnis in C minor, ""Waisenhaus""",Vienna,139,47a,C Minor,1768,1768 - mid-1769,12,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
55,14,Violin Sonata No. 9 in C,London,14,14,C Major,1764,1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
56,140,Missa brevis in G (doubtful),Salzburg,140,Anh. C 1.12,G Major,1773,1773,17,,,2025-09-05 20:46:27.448184+00,
57,141,Te Deum in C,Salzburg,141,66b,C Major,1769,End of 1769,13,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
58,142,"""Tantum ergo"" in B-flat major (doubtful)",nan,142,Anh. C 3.04,B Flat Major,,Mozart's authorship doubtful,,,,2025-09-05 20:46:27.448184+00,
59,143,"Motet for Soprano in G, ""Ergo interest"" (doubtful)",Salzburg,143,73a,G Major,1770,early February 1773,14,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
60,144,Church Sonata No. 4 in D,Salzburg,144,124a,D Major,1774,1774,18,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
61,145,Church Sonata No. 5 in F,Salzburg,145,124b,F Major,1774,1774,18,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
62,146,"Aria for Soprano in B-flat, ""Kommet her, ihr frechen Sünder""",Salzburg,146,317b,B Flat Major,1779,March or April 1779,23,Sacred Works,"Oratorios, Sacred Singspiels and Cantatas",2025-09-05 20:46:27.448184+00,
63,147,"Song, ""Wie unglücklich bin ich nit""",Salzburg,147,125g,,1772,1772,16,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
64,148,"Song, ""Lobegesang auf die feierliche Johannisloge""",Salzburg,148,125h,,1772,1772,16,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
65,15,Violin Sonata No. 10 in B-flat,London,15,15,B Flat Major,1764,1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
66,152,"Canzonetta ""Ridente la calma""",Salzburg,,,,1775,,19,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
67,153,Fugue for Piano (Fragment),Vienna,,,E Flat Major,1782,,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
68,154,Fugue for Piano (Fragment),Vienna,,,G Minor,1782,,26,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
69,154a,2 little Fugues for Organ,Salzburg,,,,1772,,16,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
70,155,String Quartet No. 2 in D,Bozen and Verona,155,134a,D Major,1772,October - November 1772,16,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
71,156,String Quartet No. 3 in G,Milan,156,134b,G Major,1772,End of 1772,16,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
72,157,String Quartet No. 4 in C,Milan,157,157,C Major,1772,End of 1772 - early 1773,16,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
73,158,String Quartet No. 5 in F,Milan,158,158,F Major,1773,End of 1772 - early 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
74,159,String Quartet No. 6 in B-flat,Milan,159,159,B Flat Major,1773,early 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
75,15a - 15ss,"The London Sketchbook, 43 untitled pieces",London,Anh. 109b,15a - 15ss,,1765,1765,9,,,2025-09-05 20:46:27.448184+00,
76,15a-ss,London Sketchbook: 43 Pieces for Harpsichord,London,,,,1764,,8,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
77,16,Symphony No. 1 in E-flat,London,16,16,E Flat Major,1764,August/September 1764,8,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
78,160,String Quartet No. 7 in E-flat,Milan,160,159a,E Flat Major,1773,early 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
79,161,Symphony (Overture to K. 126),Salzburg,,,D Major,1772,,16,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
80,162,Symphony No. 22 in C,Salzburg,162,162,C Major,1773,19 April 1773,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
81,163,Finale of the Symphony K. 161,Salzburg,,,D Major,1773,,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
82,164,6 Minuets,Salzburg,164,130a,,1772,June 1772,16,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
83,165,"Motet in F for Soprano, ""Exsultate, jubilate""",Milan,165,158a,F Major,1773,January 1773,17,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
84,166,Divertimento No. 3 in E-flat,Salzburg,166,159d,E Flat Major,1773,24 March 1773,17,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
85,166f,Kyrie in C (fragment),Salzburg,Anh. 18,166f,C Major,1772,1772,16,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
86,166g,Kyrie in D (fragment),Salzburg,Anh. 19,166g,D Major,1773,1772,17,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
87,167,"Missa in C, ""Trinitatis""",Salzburg,167,167,C Major,1773,June 1773,17,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
88,168,String Quartet No. 8 in F,Vienna,168,168,F Major,1773,August 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
89,168a,Minuet for a String Quartet in F,Vienna,nan,168a,F Major,1773,August 1773,17,,,2025-09-05 20:46:27.448184+00,
90,169,String Quartet No. 9 in A,Vienna,169,169,A Major,1773,August 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
91,170,String Quartet No. 10 in C,Vienna,170,170,C Major,1773,August 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
92,171,String Quartet No. 11 in E-flat,Vienna,171,171,E Flat Major,1773,August 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
93,172,String Quartet No. 12 in B-flat,Vienna,172,172,B Flat Major,1773,September 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
94,173,String Quartet No. 13 in D minor,Vienna,173,173,D Minor,1773,September 1773,17,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:27.448184+00,
95,174,String Quintet No. 1 in B-flat,Salzburg,174,174,B Flat Major,1773,December 1773,17,Chamber Music,String quintets and quintets with winds,2025-09-05 20:46:27.448184+00,
96,175,Piano Concerto No. 5 in D,Salzburg,175,175,D Major,1773,December 1773,17,Concertos,Concertos for piano,2025-09-05 20:46:27.448184+00,
97,176,16 Minuets,Salzburg,176,176,,1773,December 1773,17,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
98,178,"Aria for Soprano, ""Ah, spiegarti, oh Dio""",Vienna?,178,417e,,1783,c. June 1783,27,Vocal Music (smaller forms),Lieder,2025-09-05 20:46:27.448184+00,
99,179,12 Variations in C on a Minuet by Fischer,Salzburg,179,189a,C Major,1774,6 December 1774,18,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
100,180,"6 Variations in G on ""Mio caro Adone"" from La fiera di Venezia by Antonio Salieri",Vienna,180,173c,G Major,1773,Autumn 1773,17,Piano Music,Variations for Piano,2025-09-05 20:46:27.448184+00,
101,181,Symphony No. 23 in D,Salzburg,181,162b,D Major,1773,19 May 1773,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
102,182,Symphony No. 24 in B-flat,Salzburg,182,173dA,B Flat Major,1773,3 October 1773,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
103,183,"Symphony No. 25 in G minor, ""Little G minor Symphony""",Salzburg,183,173dB,G Minor,1773,5 October 1773,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
104,184,Symphony No. 26 in E-flat,Salzburg,184,161a,E Flat Major,1773,30 March 1773,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
105,185,"Serenade No. 3 in D, ""Antretter""[4]",Vienna,185,167a,D Major,1773,July and August 1773,17,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
106,186,Divertimento No. 4 in B-flat,Milan or Salzburg,186,159b,B Flat Major,1773,March 1773,17,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
107,188,Divertimento No. 6 in C,Salzburg,188,240b,C Major,1773,Mid 1773,17,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
108,189,March in D,Vienna,189,167b,D Major,1773,July and August 1773,17,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
109,19,Symphony No. 4 in D,London,19,19,D Major,1765,1765,9,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
110,190,Concertone for two Violins and Orchestra in C,Salzburg,190,186E,C Major,1774,31 May 1774,18,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
111,191,Bassoon Concerto in B-flat,Salzburg,191,186e,B Flat Major,1774,4 June 1774,18,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
112,192,Missa Brevis in F,Salzburg,192,186f,F Major,1774,24 June 1774,18,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
113,193,"Dixit Dominus, Magnificat in C",Salzburg,193,186g,C Major,1774,July 1774,18,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
114,194,Missa brevis in D,Salzburg,194,186h,D Major,1774,8 August 1774,18,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
115,195,Litaniae Lauretanae BMV in D,Salzburg,195,186d,D Major,1774,May 1774,18,Sacred Works,Litanies and Vespers,2025-09-05 20:46:27.448184+00,
116,196,La finta giardiniera,Salzburg,196,196,,1775,13 January 1775,19,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
117,196,Finale of Symphony No. 51 in D (La finta giardiniera),Salzburg,121,207a,D Major,1775,End of 1774 - early 1775,19,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
118,196a,Kyrie in G (fragment),Munich,Anh. 16,196a,G Major,1787,1787-1789,31,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
119,196e,Divertimento in E-flat for winds (doubtful),nan,Anh. 226,Anh. C 17.01,E Flat Major,,nan,,,,2025-09-05 20:46:27.448184+00,
120,196f,Divertimento in B-flat for winds (doubtful),nan,Anh. 227,Anh. C 17.02,B Flat Major,,nan,,,,2025-09-05 20:46:27.448184+00,
121,196g,Allegro for Winds (in conjunction with K. 384b),Vienna,Anh. 96,384c,B Flat Major,1782,July 1782,26,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
122,197,"""Tantum ergo"" in D major (doubtful)",nan,197,Anh. C 3.05,G Major,1772,Mozart's authorship doubtful,16,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
123,198,"Offertorium ""Sub tuum praesidium"" (doubtful)",Salzburg,198,Anh. C 3.08,F Major,1773,1773,17,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
124,199,Symphony No. 27 in G,Salzburg,199,161b,G Major,1773,10? April 1773,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
125,19a,Symphony in F,London,Anh. 223,19a,F Major,1765,early 1765,9,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
126,19b,Symphony in C (fragment),London,Anh. 222,19b,C Major,1765,13 May 1765,9,,,2025-09-05 20:46:27.448184+00,
127,19d,Piano Sonata in C for Four-Hands (doubtful),London,nan,19d,C Major,1765,13 May 1765,9,Piano Music,Works for two pianos and for piano four hands,2025-09-05 20:46:27.448184+00,
128,1a,Andante in C for Piano,Salzburg,nan,1a,C Major,1761,early 1761,5,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
129,1b,Allegro in C for Piano,Salzburg,nan,1b,C Major,1761,early 1761,5,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
130,1c,Allegro in F for Piano,Salzburg,nan,1c,F Major,1761,11 December 1761,5,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
131,1d,Minuet in F for Piano,Salzburg,nan,1d,F Major,1761,16 December 1761,5,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
132,1e,Minuet for Harpsichord,Paris,,,G Major,1763,,7,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
133,1f,Minuet for Harpsichord,Paris,,,C Major,1763,,7,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
134,2,Minuet in F for Piano,Salzburg,2,2,F Major,1762,January 1762,6,Piano Music,Piano Pieces,2025-09-05 20:46:27.448184+00,
135,20,"Motet in G minor, ""God is our refuge""",London,20,20,G Major,1765,July 1765,9,Vocal Music (smaller forms),Notturni & Polyphonic singing,2025-09-05 20:46:27.448184+00,
136,200,Symphony No. 28 in C,Salzburg,200,189k,C Major,1773,17? November 1773 or 1774,17,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
137,201,Symphony No. 29 in A,Salzburg,201,186a,A Major,1774,6 April 1774,18,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
138,202,Symphony No. 30 in D,Salzburg,202,186b,D Major,1774,5 May 1774,18,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
139,203,"Serenade No. 4 in D, ""Colloredo""",Salzburg,203,189b,D Major,1774,Summer 1774,18,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
140,204,Serenade No. 5 in D,Salzburg,204,213a,D Major,1775,5 August 1775,19,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
141,205,Divertimento No. 7 in D,Vienna,205,167A,D Major,1773,July 1773,17,Divertimenti/Serenades,Divertimenti for string and wind instruments,2025-09-05 20:46:27.448184+00,
142,206,March for Idomeneo,Salzburg,,,D Major,1775,,19,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
143,206a,Cello Concerto in F (lost),Munich,nan,206a,F Major,1775,March 1775,19,,,2025-09-05 20:46:27.448184+00,
144,207,Violin Concerto No. 1 in B-flat,Salzburg,207,207,B Flat Major,1773,Spring 1773,17,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
145,208,Il re pastore,Salzburg,208,208,,1775,23 April 1775,19,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
146,208,Finale of a Symphony No. 52 in C (Il re pastore),Salzburg,102,213c,C Major,1775,23 April 1775 - end of 1775,19,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:27.448184+00,
147,209,"Aria for Tenor, ""Si mostra la sorte""",Salzburg,209,209,,1775,19 May 1775,19,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
148,209a,"Aria for Bass, ""Un dente guasto e gelato"" in D (fragment)",Salzburg,nan,209a,D Major,1775,1775,19,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
149,21,"Aria for Tenor, ""Va, dal furor portata""",London,21,19c,,1765,1765,9,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
150,210,"Aria for Tenor, ""Con ossequio, con rispetto""",Salzburg,210,210,,1775,May 1775,19,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
151,211,Violin Concerto No. 2 in D,Salzburg,211,211,D Major,1775,14 June 1775,19,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
152,212,Church Sonata No. 6 in B-flat,Salzburg,212,212,B Flat Major,1775,July 1775,19,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
153,213,Divertimento No. 8 in F,Salzburg,213,213,F Major,1775,July 1775,19,Divertimenti/Serenades,Divertimenti and serenades for wind instruments,2025-09-05 20:46:27.448184+00,
154,214,"March in C, ""Il re pastore""",Salzburg,214,214,C Major,1775,20 August 1775,19,Orchestral Music,Dances and Marches,2025-09-05 20:46:27.448184+00,
155,215,March in D,Salzburg,215,213b,D Major,1775,August 1775,19,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:27.448184+00,
156,216,"Violin Concerto No. 3 in G, ""Straßburg""",Salzburg,216,216,G Major,1775,12 September 1775,19,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
157,217,"Aria for Soprano, ""Voi avete un cor fedele""",Salzburg,217,217,,1775,26 October 1775,19,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
158,218,Violin Concerto No. 4 in D,Salzburg,218,218,D Major,1775,October 1775,19,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
159,219,"Violin Concerto No. 5 in A, ""Turkish""",Salzburg,219,219,A Major,1775,20 December 1775,19,Concertos,"Concertos for one or more string, wind",2025-09-05 20:46:27.448184+00,
160,21a,Variations in A (lost),London,Anh. 206,21a,A Major,1765,July 1765,9,,,2025-09-05 20:46:27.448184+00,
161,22,Symphony No. 5 in B-flat,The Hague,22,22,B Flat Major,1765,December 1765,9,Orchestral Music,Symphonies,2025-09-05 20:46:27.448184+00,
162,220,"Missa brevis in C, ""Spatzen""",Munich,220,196b,C Major,1775,1775 or 1776,19,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
163,222,"Offertory in D minor, ""Misericordias Domini""",Munich,222,205a,D Minor,1775,January or February 1775,19,Sacred Works,Smaller Church Works,2025-09-05 20:46:27.448184+00,
164,223,Ossana,Salzburg,,,G Major,1772,,16,Sacred Works,Masses and Requiem,2025-09-05 20:46:27.448184+00,
165,224,Church Sonata No. 7 in F,Salzburg,224,241a,F Major,1779,early 1776?,23,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
166,225,Church Sonata No. 8 in A,Salzburg,225,241b,A Major,1779,early 1776?,23,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
167,228,Double Canon in F for 4 voices in 2,Vienna,228,515b,F Major,1787,24 April 1787,31,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
168,229,"Canon ""Sie ist dahin""",Vienna,,,,1782,,26,Vocal Music (smaller forms),Canons,2025-09-05 20:46:27.448184+00,
169,23,"Aria for soprano and orchestra ""Conservati fedele""",The Hague,23,23,,1766,October 1765 and January 1766,10,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
